order_id,order_date,customer_id,product_id,quantity,unit_price,sales,profit,city,region,segment
O007744,2025-06-16,C0346,P024,3,83265.14,249795.42,58315.5,Bhopal,Central,Corporate
O007745,2025-02-11,C0369,P052,1,48055.61,48055.61,14197.73,Chandigarh,North,Home Office
O007746,2025-09-26,C0038,P097,4,62464.02,249856.08,99412.44,Bhopal,Central,Corporate
O007747,2025-05-29,C0381,P020,1,44557.1,44557.1,18827.54,Kolkata,East,Consumer
O007748,2025-12-13,C0105,P080,6,9117.15,54702.9,9859.74,Hyderabad,South,Corporate
O007749,2025-07-01,C0455,P047,2,68091.08,136182.16,39452.76,Hyderabad,South,Corporate
O007750,2026-02-27,C0071,P091,5,78868.39,394341.95,95245.7,Mumbai,West,Corporate
O007751,2025-09-01,C0141,P072,3,50034.87,150104.61,39740.79,Kolkata,East,Corporate
O007752,2026-01-24,C0326,P099,4,83318.99,333275.96,94944.72,Delhi,North,Corporate
O007753,2026-06-10,C0298,P043,7,11298.17,79087.19,22470.07,Delhi,North,Home Office
O007754,2026-02-09,C0156,P090,4,4940.14,19760.56,4618.84,Lucknow,North,Consumer
O007755,2025-08-20,C0259,P077,7,66427.49,464992.43,195362.44,Delhi,North,Home Office
O007756,2025-04-15,C0351,P051,6,52404.79,314428.74,126951.0,Chandigarh,North,Corporate
O007757,2025-07-22,C0365,P060,4,28412.52,113650.08,23575.68,Chandigarh,North,Consumer
O007758,2026-06-03,C0351,P035,1,25290.75,25290.75,4901.56,Chandigarh,North,Corporate
O007759,2026-03-30,C0224,P017,2,20184.37,40368.74,15447.72,Kolkata,East,Home Office
O007760,2025-01-16,C0166,P029,4,32781.8,131127.2,36363.92,Mumbai,West,Corporate
O007761,2025-08-23,C0281,P005,6,5732.18,34393.08,9956.88,Chandigarh,North,Home Office
O007762,2025-06-25,C0110,P046,2,11748.68,23497.36,4490.4,Mumbai,West,Consumer
O007763,2025-09-23,C0066,P067,7,66343.2,464402.4,148873.55,Bengaluru,South,Corporate
O007764,2025-07-10,C0050,P008,6,78288.81,469732.86,190385.76,Chennai,South,Home Office
O007765,2025-02-04,C0149,P011,5,4784.18,23920.9,9636.45,Kolkata,East,Home Office
O007766,2026-01-19,C0453,P021,1,70857.3,70857.3,30891.68,Chennai,South,Home Office
O007767,2026-04-17,C0178,P070,1,10141.2,10141.2,2234.67,Kolkata,East,Consumer
O007768,2025-10-20,C0155,P076,7,25719.67,180037.69,36371.37,Mumbai,West,Corporate
O007769,2025-01-04,C0168,P032,5,19829.84,99149.2,34778.75,Chennai,South,Consumer
O007770,2025-06-08,C0074,P065,1,32631.52,32631.52,8255.28,Kolkata,East,Home Office
O007771,2026-06-18,C0324,P026,7,66232.37,463626.59,191788.8,Bhopal,Central,Home Office
O007772,2025-01-18,C0017,P018,7,48589.08,340123.56,114828.84,Bengaluru,South,Consumer
O007773,2025-06-17,C0244,P095,5,63361.38,316806.9,88673.25,Chandigarh,North,Consumer
O007774,2025-02-14,C0001,P040,4,53827.37,215309.48,80137.76,Chandigarh,North,Consumer
O007775,2026-06-16,C0265,P041,3,62487.13,187461.39,74112.99,Pune,West,Home Office
O007776,2025-09-17,C0447,P070,5,10141.2,50706.0,11173.35,Chandigarh,North,Consumer
O007777,2025-07-20,C0036,P031,1,40661.34,40661.34,13720.76,Kolkata,East,Home Office
O007778,2025-05-20,C0237,P062,3,31007.19,93021.57,33962.28,Kolkata,East,Corporate
O007779,2026-01-16,C0356,P001,1,55441.98,55441.98,11963.130000000005,Delhi,North,Corporate
O007780,2026-05-09,C0293,P087,6,541.1,3246.6,1415.7,Pune,West,Corporate
O007781,2025-10-18,C0333,P085,2,16911.5,33823.0,6904.22,Jaipur,North,Consumer
O007782,2026-05-22,C0473,P079,3,24189.5,72568.5,16258.11,Pune,West,Consumer
O007783,2025-08-14,C0157,P003,6,20177.37,121064.22,30093.66,Chennai,South,Home Office
O007784,2026-06-30,C0018,P021,1,70857.3,70857.3,30891.68,Delhi,North,Corporate
O007785,2026-03-15,C0424,P093,2,3489.65,6979.3,2760.44,Hyderabad,South,Home Office
O007786,2026-06-05,C0282,P030,5,22708.06,113540.3,46808.4,Bhopal,Central,Home Office
O007787,2025-04-13,C0231,P003,6,20177.37,121064.22,30093.66,Bengaluru,South,Home Office
O007788,2026-03-10,C0092,P062,6,31007.19,186043.14,67924.56,Lucknow,North,Home Office
O007789,2025-06-14,C0434,P089,1,20337.91,20337.91,4487.76,Bengaluru,South,Consumer
O007790,2025-09-06,C0361,P040,6,53827.37,322964.22,120206.64,Jaipur,North,Corporate
O007791,2026-04-18,C0226,P003,5,20177.37,100886.85,25078.05,Jaipur,North,Home Office
O007792,2025-04-20,C0410,P034,5,32304.09,161520.45,42778.6,Jaipur,North,Consumer
O007793,2026-01-24,C0317,P041,7,62487.13,437409.91,172930.31,Bengaluru,South,Home Office
O007794,2025-04-28,C0037,P088,6,51535.17,309211.02,72231.66,Jaipur,North,Corporate
O007795,2026-06-01,C0142,P018,3,48589.08,145767.24,49212.36,Bhopal,Central,Corporate
O007796,2025-07-20,C0452,P056,3,79160.58,237481.74,99189.45,Bengaluru,South,Consumer
O007797,2026-06-29,C0479,P020,6,44557.1,267342.6,112965.24,Kolkata,East,Consumer
O007798,2025-04-30,C0428,P072,7,50034.87,350244.09,92728.51,Bhopal,Central,Home Office
O007799,2025-04-20,C0492,P010,1,9887.42,9887.42,4392.88,Chandigarh,North,Home Office
O007800,2025-03-02,C0305,P025,5,66273.23,331366.15,91632.5,Bhopal,Central,Corporate
O007801,2025-03-05,C0349,P023,4,71716.38,286865.52,59175.68,Hyderabad,South,Consumer
O007802,2025-09-23,C0486,P038,5,72139.76,360698.8,98759.85,Kolkata,East,Consumer
O007803,2026-03-30,C0298,P046,1,11748.68,11748.68,2245.2,Delhi,North,Home Office
O007804,2026-05-01,C0322,P026,1,66232.37,66232.37,27398.4,Delhi,North,Home Office
O007805,2026-06-10,C0167,P091,6,78868.39,473210.34,114294.84,Chandigarh,North,Home Office
O007806,2025-05-15,C0330,P019,1,4262.66,4262.66,1488.2,Hyderabad,South,Corporate
O007807,2025-03-19,C0220,P063,7,13464.38,94250.66,38652.04,Bhopal,Central,Consumer
O007808,2025-02-10,C0318,P001,4,55441.98,221767.92,47852.52000000002,Ahmedabad,West,Consumer
O007809,2026-03-17,C0187,P061,6,64834.23,389005.38,146637.72,Hyderabad,South,Corporate
O007810,2026-05-26,C0263,P026,7,66232.37,463626.59,191788.8,Chandigarh,North,Consumer
O007811,2025-02-12,C0484,P080,6,9117.15,54702.9,9859.74,Bhopal,Central,Consumer
O007812,2025-02-07,C0287,P041,2,62487.13,124974.26,49408.66,Hyderabad,South,Consumer
O007813,2026-02-11,C0107,P092,7,59364.42,415550.94,92977.57,Jaipur,North,Home Office
O007814,2026-01-09,C0051,P069,1,61032.2,61032.2,11790.04,Lucknow,North,Corporate
O007815,2026-05-26,C0017,P029,1,32781.8,32781.8,9090.98,Bengaluru,South,Consumer
O007816,2026-02-09,C0285,P093,1,3489.65,3489.65,1380.22,Lucknow,North,Consumer
O007817,2025-01-26,C0240,P047,7,68091.08,476637.56,138084.66,Hyderabad,South,Consumer
O007818,2025-03-17,C0473,P003,3,20177.37,60532.11,15046.83,Pune,West,Consumer
O007819,2026-03-13,C0262,P060,5,28412.52,142062.6,29469.6,Ahmedabad,West,Consumer
O007820,2025-04-06,C0376,P095,4,63361.38,253445.52,70938.6,Kolkata,East,Corporate
O007821,2025-01-30,C0078,P028,5,72905.03,364525.15,118486.8,Hyderabad,South,Home Office
O007822,2026-03-04,C0478,P099,2,83318.99,166637.98,47472.36,Mumbai,West,Home Office
O007823,2025-11-11,C0299,P049,6,80416.62,482499.72,184115.4,Hyderabad,South,Consumer
O007824,2025-05-20,C0162,P057,1,10024.43,10024.43,4273.6,Ahmedabad,West,Consumer
O007825,2025-06-12,C0487,P019,5,4262.66,21313.3,7441.0,Kolkata,East,Home Office
O007826,2025-11-01,C0233,P025,4,66273.23,265092.92,73306.0,Bhopal,Central,Consumer
O007827,2026-02-03,C0309,P031,5,40661.34,203306.7,68603.8,Ahmedabad,West,Consumer
O007828,2025-10-19,C0360,P057,3,10024.43,30073.29,12820.8,Lucknow,North,Home Office
O007829,2025-06-26,C0269,P096,3,72358.05,217074.15,88586.34,Hyderabad,South,Home Office
O007830,2025-01-01,C0375,P064,3,79575.94,238727.82,79201.74,Ahmedabad,West,Corporate
O007831,2025-10-02,C0353,P074,7,70172.93,491210.51,181872.18,Delhi,North,Corporate
O007832,2025-01-01,C0258,P021,4,70857.3,283429.2,123566.72,Delhi,North,Corporate
O007833,2025-12-29,C0251,P071,6,54180.31,325081.86,135585.54,Bhopal,Central,Corporate
O007834,2025-08-28,C0403,P067,6,66343.2,398059.2,127605.9,Mumbai,West,Consumer
O007835,2025-11-09,C0302,P064,5,79575.94,397879.7,132002.9,Kolkata,East,Home Office
O007836,2025-10-11,C0391,P024,3,83265.14,249795.42,58315.5,Lucknow,North,Consumer
O007837,2026-03-27,C0323,P052,2,48055.61,96111.22,28395.46,Mumbai,West,Corporate
O007838,2025-08-27,C0273,P044,7,8155.53,57088.71,14503.79,Mumbai,West,Corporate
O007839,2026-05-05,C0081,P099,3,83318.99,249956.97,71208.54,Delhi,North,Corporate
O007840,2026-05-13,C0259,P025,3,66273.23,198819.69,54979.5,Delhi,North,Home Office
O007841,2026-04-12,C0473,P014,7,27083.8,189586.6,59488.1,Pune,West,Consumer
O007842,2025-08-21,C0324,P019,5,4262.66,21313.3,7441.0,Bhopal,Central,Home Office
O007843,2025-02-23,C0063,P099,5,83318.99,416594.95,118680.9,Chennai,South,Home Office
O007844,2025-09-28,C0171,P084,4,12225.42,48901.68,11749.72,Chennai,South,Corporate
O007845,2026-06-06,C0072,P012,7,4613.19,32292.33,9377.41,Bengaluru,South,Consumer
O007846,2026-04-27,C0048,P055,5,41873.65,209368.25,60321.05,Mumbai,West,Home Office
O007847,2025-01-09,C0280,P087,1,541.1,541.1,235.95,Lucknow,North,Consumer
O007848,2025-07-04,C0233,P027,6,45602.9,273617.4,85138.74,Bhopal,Central,Consumer
O007849,2025-02-09,C0204,P054,7,64952.37,454666.59,106484.7,Ahmedabad,West,Home Office
O007850,2026-03-22,C0277,P039,1,68388.95,68388.95,20938.3,Pune,West,Home Office
O007851,2026-01-19,C0457,P018,6,48589.08,291534.48,98424.72,Jaipur,North,Home Office
O007852,2025-02-08,C0353,P047,3,68091.08,204273.24,59179.14,Delhi,North,Corporate
O007853,2025-03-19,C0018,P018,4,48589.08,194356.32,65616.48,Delhi,North,Corporate
O007854,2025-02-17,C0344,P062,3,31007.19,93021.57,33962.28,Kolkata,East,Home Office
O007855,2026-03-18,C0259,P083,3,2542.64,7627.92,2936.58,Delhi,North,Home Office
O007856,2026-05-01,C0144,P001,5,55441.98,277209.9,59815.65000000002,Lucknow,North,Corporate
O007857,2025-01-24,C0442,P096,1,72358.05,72358.05,29528.78,Chandigarh,North,Consumer
O007858,2025-06-02,C0285,P096,7,72358.05,506506.35,206701.46,Lucknow,North,Consumer
O007859,2025-04-06,C0188,P067,7,66343.2,464402.4,148873.55,Delhi,North,Home Office
O007860,2026-04-06,C0488,P082,1,7760.23,7760.23,1612.58,Pune,West,Consumer
O007861,2026-06-27,C0321,P098,2,23072.83,46145.66,11920.62,Jaipur,North,Corporate
O007862,2025-12-26,C0024,P008,4,78288.81,313155.24,126923.84,Lucknow,North,Home Office
O007863,2025-03-10,C0084,P028,3,72905.03,218715.09,71092.08,Chandigarh,North,Corporate
O007864,2026-05-28,C0088,P015,7,74385.42,520697.94,114654.82,Chandigarh,North,Home Office
O007865,2025-01-28,C0315,P069,1,61032.2,61032.2,11790.04,Hyderabad,South,Corporate
O007866,2026-03-18,C0189,P099,4,83318.99,333275.96,94944.72,Kolkata,East,Consumer
O007867,2025-09-15,C0185,P031,6,40661.34,243968.04,82324.56,Hyderabad,South,Home Office
O007868,2026-01-05,C0366,P073,6,1124.74,6748.44,2209.02,Bhopal,Central,Consumer
O007869,2025-10-08,C0405,P047,3,68091.08,204273.24,59179.14,Bhopal,Central,Home Office
O007870,2025-10-01,C0163,P005,3,5732.18,17196.54,4978.44,Kolkata,East,Corporate
O007871,2025-06-05,C0261,P035,6,25290.75,151744.5,29409.36,Kolkata,East,Corporate
O007872,2025-12-21,C0324,P027,7,45602.9,319220.3,99328.53,Bhopal,Central,Home Office
O007873,2025-08-21,C0279,P043,6,11298.17,67789.02,19260.06,Ahmedabad,West,Home Office
O007874,2026-06-11,C0402,P001,6,55441.98,332651.88,71778.78000000003,Bhopal,Central,Consumer
O007875,2025-08-11,C0122,P023,7,71716.38,502014.66,103557.44,Hyderabad,South,Home Office
O007876,2026-01-20,C0348,P020,3,44557.1,133671.3,56482.62,Lucknow,North,Consumer
O007877,2025-08-15,C0448,P044,1,8155.53,8155.53,2071.97,Bhopal,Central,Home Office
O007878,2026-02-20,C0322,P088,6,51535.17,309211.02,72231.66,Delhi,North,Home Office
O007879,2025-09-14,C0083,P052,5,48055.61,240278.05,70988.65,Jaipur,North,Home Office
O007880,2026-06-08,C0462,P096,2,72358.05,144716.1,59057.56,Pune,West,Consumer
O007881,2026-02-20,C0424,P071,3,54180.31,162540.93,67792.77,Hyderabad,South,Home Office
O007882,2026-06-12,C0294,P090,5,4940.14,24700.7,5773.55,Bhopal,Central,Consumer
O007883,2026-06-30,C0210,P001,4,55441.98,221767.92,47852.52000000002,Chandigarh,North,Corporate
O007884,2025-11-21,C0328,P071,5,54180.31,270901.55,112987.95,Kolkata,East,Corporate
O007885,2025-07-04,C0031,P042,1,59082.26,59082.26,12856.65,Chandigarh,North,Corporate
O007886,2025-12-24,C0360,P081,2,56609.95,113219.9,31075.04,Lucknow,North,Home Office
O007887,2025-11-30,C0114,P021,7,70857.3,496001.1,216241.76,Kolkata,East,Corporate
O007888,2025-09-29,C0099,P015,1,74385.42,74385.42,16379.26,Pune,West,Home Office
O007889,2025-12-14,C0051,P059,4,65835.37,263341.48,70777.64,Lucknow,North,Corporate
O007890,2025-02-22,C0104,P015,1,74385.42,74385.42,16379.26,Delhi,North,Consumer
O007891,2025-11-29,C0037,P026,6,66232.37,397394.22,164390.4,Jaipur,North,Corporate
O007892,2026-03-03,C0126,P094,6,10688.52,64131.12,20122.86,Bhopal,Central,Corporate
O007893,2025-06-30,C0450,P075,7,39019.9,273139.3,90293.07,Delhi,North,Corporate
O007894,2026-05-03,C0429,P012,3,4613.19,13839.57,4018.89,Lucknow,North,Home Office
O007895,2025-02-24,C0067,P051,3,52404.79,157214.37,63475.5,Mumbai,West,Corporate
O007896,2026-01-05,C0118,P054,5,64952.37,324761.85,76060.5,Bhopal,Central,Home Office
O007897,2025-01-06,C0066,P032,1,19829.84,19829.84,6955.75,Bengaluru,South,Corporate
O007898,2025-01-22,C0196,P063,3,13464.38,40393.14,16565.16,Bengaluru,South,Corporate
O007899,2026-03-28,C0110,P044,3,8155.53,24466.59,6215.91,Mumbai,West,Consumer
O007900,2025-07-22,C0299,P100,2,4708.17,9416.34,2670.44,Hyderabad,South,Consumer
O007901,2025-09-27,C0044,P003,7,20177.37,141241.59,35109.27,Chandigarh,North,Consumer
O007902,2026-05-04,C0330,P028,1,72905.03,72905.03,23697.36,Hyderabad,South,Corporate
O007903,2025-08-10,C0330,P072,4,50034.87,200139.48,52987.72,Hyderabad,South,Corporate
O007904,2025-07-06,C0212,P077,2,66427.49,132854.98,55817.84,Hyderabad,South,Consumer
O007905,2026-05-20,C0154,P053,7,39651.46,277560.22,85735.44,Hyderabad,South,Consumer
O007906,2025-06-21,C0273,P021,7,70857.3,496001.1,216241.76,Mumbai,West,Corporate
O007907,2025-09-10,C0179,P089,2,20337.91,40675.82,8975.52,Chandigarh,North,Corporate
O007908,2025-01-21,C0459,P032,5,19829.84,99149.2,34778.75,Jaipur,North,Corporate
O007909,2025-10-01,C0498,P042,5,59082.26,295411.3,64283.25,Chandigarh,North,Consumer
O007910,2025-06-01,C0217,P041,1,62487.13,62487.13,24704.33,Kolkata,East,Consumer
O007911,2025-12-18,C0191,P037,2,27964.43,55928.86,17082.5,Ahmedabad,West,Corporate
O007912,2025-12-22,C0415,P090,7,4940.14,34580.98,8082.97,Ahmedabad,West,Home Office
O007913,2026-03-23,C0206,P065,1,32631.52,32631.52,8255.28,Kolkata,East,Corporate
O007914,2025-06-14,C0268,P017,3,20184.37,60553.11,23171.58,Ahmedabad,West,Corporate
O007915,2025-07-11,C0175,P006,1,12493.03,12493.03,2840.17,Bengaluru,South,Home Office
O007916,2025-06-30,C0151,P100,2,4708.17,9416.34,2670.44,Pune,West,Home Office
O007917,2025-02-16,C0458,P086,1,55810.37,55810.37,24569.74,Mumbai,West,Home Office
O007918,2025-07-12,C0048,P046,5,11748.68,58743.4,11226.0,Mumbai,West,Home Office
O007919,2025-07-23,C0007,P021,5,70857.3,354286.5,154458.4,Lucknow,North,Consumer
O007920,2025-09-26,C0062,P066,5,47040.17,235200.85,46391.55,Bhopal,Central,Corporate
O007921,2026-05-11,C0471,P085,1,16911.5,16911.5,3452.11,Ahmedabad,West,Corporate
O007922,2026-06-22,C0025,P049,7,80416.62,562916.34,214801.3,Hyderabad,South,Consumer
O007923,2025-06-01,C0012,P008,2,78288.81,156577.62,63461.92,Hyderabad,South,Home Office
O007924,2025-11-15,C0140,P042,3,59082.26,177246.78,38569.95,Mumbai,West,Consumer
O007925,2025-11-07,C0427,P055,3,41873.65,125620.95,36192.63,Chandigarh,North,Corporate
O007926,2025-06-01,C0311,P090,7,4940.14,34580.98,8082.97,Hyderabad,South,Consumer
O007927,2025-11-02,C0460,P082,1,7760.23,7760.23,1612.58,Bengaluru,South,Home Office
O007928,2025-06-13,C0077,P050,1,50189.25,50189.25,21297.14,Chandigarh,North,Home Office
O007929,2025-08-01,C0295,P031,1,40661.34,40661.34,13720.76,Kolkata,East,Corporate
O007930,2025-09-18,C0271,P077,1,66427.49,66427.49,27908.92,Hyderabad,South,Corporate
O007931,2026-02-20,C0100,P001,1,55441.98,55441.98,11963.130000000005,Chennai,South,Consumer
O007932,2026-06-04,C0460,P067,3,66343.2,199029.6,63802.95,Bengaluru,South,Home Office
O007933,2025-12-24,C0249,P053,5,39651.46,198257.3,61239.6,Delhi,North,Corporate
O007934,2026-01-08,C0247,P048,3,66540.44,199621.32,46974.69,Chennai,South,Home Office
O007935,2025-03-17,C0337,P044,5,8155.53,40777.65,10359.85,Mumbai,West,Consumer
O007936,2026-01-30,C0209,P099,6,83318.99,499913.94,142417.08,Bengaluru,South,Home Office
O007937,2025-09-21,C0432,P061,5,64834.23,324171.15,122198.1,Bhopal,Central,Corporate
O007938,2025-03-11,C0414,P072,4,50034.87,200139.48,52987.72,Ahmedabad,West,Home Office
O007939,2025-03-10,C0404,P033,3,31194.05,93582.15,33837.09,Chandigarh,North,Consumer
O007940,2025-01-12,C0109,P013,1,57886.28,57886.28,19896.66,Chennai,South,Consumer
O007941,2025-05-05,C0148,P076,7,25719.67,180037.69,36371.37,Ahmedabad,West,Corporate
O007942,2026-05-10,C0212,P084,5,12225.42,61127.1,14687.15,Hyderabad,South,Consumer
O007943,2026-01-23,C0211,P017,2,20184.37,40368.74,15447.72,Delhi,North,Consumer
O007944,2026-05-18,C0014,P047,3,68091.08,204273.24,59179.14,Delhi,North,Home Office
O007945,2025-07-27,C0500,P049,5,80416.62,402083.1,153429.5,Chennai,South,Consumer
O007946,2026-05-10,C0389,P030,6,22708.06,136248.36,56170.08,Chennai,South,Home Office
O007947,2026-03-29,C0086,P023,3,71716.38,215149.14,44381.76,Chennai,South,Corporate
O007948,2025-12-18,C0321,P020,3,44557.1,133671.3,56482.62,Jaipur,North,Corporate
O007949,2025-02-27,C0483,P046,1,11748.68,11748.68,2245.2,Bengaluru,South,Consumer
O007950,2025-06-03,C0015,P013,3,57886.28,173658.84,59689.98,Chandigarh,North,Consumer
O007951,2026-02-03,C0151,P077,4,66427.49,265709.96,111635.68,Pune,West,Home Office
O007952,2025-09-18,C0271,P021,7,70857.3,496001.1,216241.76,Hyderabad,South,Corporate
O007953,2026-01-27,C0419,P010,6,9887.42,59324.52,26357.28,Delhi,North,Consumer
O007954,2026-05-04,C0125,P080,6,9117.15,54702.9,9859.74,Chennai,South,Home Office
O007955,2025-07-04,C0105,P089,6,20337.91,122027.46,26926.56,Hyderabad,South,Corporate
O007956,2026-05-06,C0176,P026,4,66232.37,264929.48,109593.6,Mumbai,West,Corporate
O007957,2025-02-02,C0419,P015,1,74385.42,74385.42,16379.26,Delhi,North,Consumer
O007958,2026-02-20,C0308,P032,6,19829.84,118979.04,41734.5,Bengaluru,South,Corporate
O007959,2026-06-24,C0099,P070,6,10141.2,60847.2,13408.02,Pune,West,Home Office
O007960,2025-05-31,C0362,P036,7,77896.27,545273.89,174571.74,Bhopal,Central,Corporate
O007961,2026-03-04,C0403,P038,7,72139.76,504978.32,138263.79,Mumbai,West,Consumer
O007962,2026-06-03,C0300,P022,2,78617.57,157235.14,66548.12,Bhopal,Central,Consumer
O007963,2026-03-05,C0401,P052,7,48055.61,336389.27,99384.11,Bengaluru,South,Home Office
O007964,2025-09-19,C0194,P083,6,2542.64,15255.84,5873.16,Kolkata,East,Consumer
O007965,2025-07-19,C0010,P075,3,39019.9,117059.7,38697.03,Mumbai,West,Consumer
O007966,2026-03-27,C0357,P082,1,7760.23,7760.23,1612.58,Bhopal,Central,Consumer
O007967,2025-04-30,C0147,P057,7,10024.43,70171.01,29915.2,Kolkata,East,Home Office
O007968,2026-06-02,C0111,P098,3,23072.83,69218.49,17880.93,Lucknow,North,Home Office
O007969,2026-06-23,C0179,P062,4,31007.19,124028.76,45283.04,Chandigarh,North,Corporate
O007970,2025-07-25,C0276,P051,4,52404.79,209619.16,84634.0,Bhopal,Central,Corporate
O007971,2025-01-26,C0221,P047,6,68091.08,408546.48,118358.28,Chandigarh,North,Consumer
O007972,2025-12-31,C0251,P055,6,41873.65,251241.9,72385.26,Bhopal,Central,Corporate
O007973,2025-05-20,C0216,P011,3,4784.18,14352.54,5781.87,Jaipur,North,Corporate
O007974,2026-03-11,C0103,P073,4,1124.74,4498.96,1472.68,Chennai,South,Consumer
O007975,2025-05-19,C0070,P099,4,83318.99,333275.96,94944.72,Ahmedabad,West,Consumer
O007976,2025-04-05,C0182,P085,5,16911.5,84557.5,17260.55,Bengaluru,South,Home Office
O007977,2026-02-03,C0496,P014,2,27083.8,54167.6,16996.6,Bhopal,Central,Home Office
O007978,2026-03-11,C0265,P045,7,7255.16,50786.12,10019.94,Pune,West,Home Office
O007979,2025-04-27,C0482,P029,6,32781.8,196690.8,54545.88,Kolkata,East,Home Office
O007980,2025-03-05,C0403,P055,5,41873.65,209368.25,60321.05,Mumbai,West,Consumer
O007981,2025-04-01,C0440,P028,5,72905.03,364525.15,118486.8,Chandigarh,North,Consumer
O007982,2026-02-23,C0463,P033,6,31194.05,187164.3,67674.18,Jaipur,North,Home Office
O007983,2025-12-01,C0276,P013,2,57886.28,115772.56,39793.32,Bhopal,Central,Corporate
O007984,2025-10-22,C0268,P059,2,65835.37,131670.74,35388.82,Ahmedabad,West,Corporate
O007985,2025-12-30,C0043,P049,1,80416.62,80416.62,30685.9,Mumbai,West,Consumer
O007986,2025-03-30,C0284,P086,4,55810.37,223241.48,98278.96,Lucknow,North,Consumer
O007987,2025-02-03,C0118,P082,7,7760.23,54321.61,11288.06,Bhopal,Central,Home Office
O007988,2025-10-07,C0339,P049,2,80416.62,160833.24,61371.8,Hyderabad,South,Corporate
O007989,2025-02-19,C0468,P020,6,44557.1,267342.6,112965.24,Bengaluru,South,Home Office
O007990,2025-01-21,C0361,P008,1,78288.81,78288.81,31730.96,Jaipur,North,Corporate
O007991,2025-03-27,C0403,P058,5,55945.75,279728.75,94261.8,Mumbai,West,Consumer
O007992,2026-05-07,C0461,P081,4,56609.95,226439.8,62150.08,Chandigarh,North,Consumer
O007993,2025-03-31,C0072,P030,1,22708.06,22708.06,9361.68,Bengaluru,South,Consumer
O007994,2026-04-28,C0421,P041,5,62487.13,312435.65,123521.65,Ahmedabad,West,Corporate
O007995,2025-03-01,C0383,P040,3,53827.37,161482.11,60103.32,Delhi,North,Corporate
O007996,2025-10-01,C0415,P099,4,83318.99,333275.96,94944.72,Ahmedabad,West,Home Office
O007997,2026-05-04,C0425,P035,3,25290.75,75872.25,14704.68,Chennai,South,Home Office
O007998,2025-09-29,C0190,P093,2,3489.65,6979.3,2760.44,Lucknow,North,Home Office
O007999,2025-09-22,C0245,P031,7,40661.34,284629.38,96045.32,Kolkata,East,Corporate
O008000,2025-09-19,C0440,P022,3,78617.57,235852.71,99822.18,Chandigarh,North,Consumer
O008001,2025-12-07,C0282,P023,3,71716.38,215149.14,44381.76,Bhopal,Central,Home Office
O008002,2026-06-15,C0140,P076,4,25719.67,102878.68,20783.64,Mumbai,West,Consumer
O008003,2025-02-17,C0119,P085,4,16911.5,67646.0,13808.44,Ahmedabad,West,Consumer
O008004,2025-10-18,C0353,P022,1,78617.57,78617.57,33274.06,Delhi,North,Corporate
O008005,2025-01-08,C0393,P026,5,66232.37,331161.85,136992.0,Chennai,South,Corporate
O008006,2025-07-15,C0093,P076,1,25719.67,25719.67,5195.91,Ahmedabad,West,Corporate
O008007,2025-10-06,C0254,P007,7,26433.62,185035.34,76078.1,Bengaluru,South,Consumer
O008008,2026-01-07,C0170,P098,4,23072.83,92291.32,23841.24,Bengaluru,South,Corporate
O008009,2025-10-09,C0046,P001,1,55441.98,55441.98,11963.130000000005,Jaipur,North,Consumer
O008010,2025-01-30,C0419,P091,5,78868.39,394341.95,95245.7,Delhi,North,Consumer
O008011,2026-01-30,C0314,P064,5,79575.94,397879.7,132002.9,Pune,West,Corporate
O008012,2025-03-24,C0279,P071,4,54180.31,216721.24,90390.36,Ahmedabad,West,Home Office
O008013,2025-06-26,C0040,P091,4,78868.39,315473.56,76196.56,Lucknow,North,Consumer
O008014,2025-02-15,C0147,P006,7,12493.03,87451.21,19881.19,Kolkata,East,Home Office
O008015,2025-01-22,C0110,P046,3,11748.68,35246.04,6735.6,Mumbai,West,Consumer
O008016,2026-04-19,C0165,P078,2,84748.18,169496.36,36037.64,Bhopal,Central,Corporate
O008017,2026-03-20,C0181,P002,1,38624.92,38624.92,14796.56,Bhopal,Central,Home Office
O008018,2025-01-17,C0203,P099,6,83318.99,499913.94,142417.08,Chandigarh,North,Home Office
O008019,2026-07-01,C0157,P073,1,1124.74,1124.74,368.17,Chennai,South,Home Office
O008020,2025-10-04,C0084,P080,6,9117.15,54702.9,9859.74,Chandigarh,North,Corporate
O008021,2026-01-23,C0402,P089,6,20337.91,122027.46,26926.56,Bhopal,Central,Consumer
O008022,2025-05-03,C0195,P030,7,22708.06,158956.42,65531.76,Kolkata,East,Corporate
O008023,2025-07-24,C0208,P052,3,48055.61,144166.83,42593.19,Delhi,North,Consumer
O008024,2025-04-08,C0300,P033,7,31194.05,218358.35,78953.21,Bhopal,Central,Consumer
O008025,2026-01-21,C0195,P085,4,16911.5,67646.0,13808.44,Kolkata,East,Corporate
O008026,2025-05-11,C0324,P034,6,32304.09,193824.54,51334.32,Bhopal,Central,Home Office
O008027,2025-03-03,C0375,P013,5,57886.28,289431.4,99483.3,Ahmedabad,West,Corporate
O008028,2025-03-01,C0435,P063,1,13464.38,13464.38,5521.72,Bengaluru,South,Consumer
O008029,2025-06-02,C0094,P097,5,62464.02,312320.1,124265.55,Bhopal,Central,Corporate
O008030,2026-04-13,C0139,P003,2,20177.37,40354.74,10031.22,Bhopal,Central,Consumer
O008031,2025-07-07,C0300,P037,1,27964.43,27964.43,8541.25,Bhopal,Central,Consumer
